class1	gender1	class2	gender2	num_of_connections
3A	F	4B	M	0
3A	F	4A	M	0
3A	F	1B	F	0
3A	F	1B	F	0
3A	F	4A	M	0
3A	F	4A	M	0
3A	F	4A	F	0
3A	F	1B	F	0
3A	F	1B	F	0
3A	F	Teachers	Unknown	0
3A	F	2A	F	0
3A	F	1B	M	0
3A	F	1B	F	0
3A	F	1B	M	0
3A	F	1B	M	0
3A	F	1B	F	0
3A	F	4A	M	0
3A	F	4A	F	0
3A	F	1B	F	0
3A	F	1B	F	0
3A	F	1B	M	0
3A	F	4A	F	0
3A	F	4A	M	1
3A	F	1B	F	0
3A	F	1B	F	1
3A	F	1B	M	0
3A	F	3A	M	131
3A	F	4A	M	1
3A	F	4A	M	0
3A	F	4A	M	0
3A	F	4B	M	0
3A	F	5B	F	1
3A	F	2A	F	0
3A	F	2A	M	0
3A	F	4A	F	0
3A	F	1B	M	0
3A	F	1B	M	0
3A	F	5B	F	0
3A	F	3A	F	15
3A	F	5B	F	0
3A	F	4A	F	0
3A	F	3A	F	148
3A	F	3B	F	4
3A	F	3B	M	0
3A	F	3A	F	45
3A	F	3A	M	14
3A	F	5B	M	0
3A	F	Teachers	Unknown	25
3A	F	3A	M	11
3A	F	5B	F	0
3A	F	5B	F	1
3A	F	3A	M	30
3A	F	3A	F	1
3A	F	3A	M	14
3A	F	3A	F	1
3A	F	3B	M	10
3A	F	5A	M	0
4A	M	3B	M	0
4A	M	3B	M	3
4A	M	3B	F	1
4A	M	3B	F	0
4A	M	3B	F	0
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	4B	M	14
4A	M	1B	M	1
4A	M	1B	M	3
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	3A	M	0
4A	M	3A	M	0
4A	M	3A	F	0
4A	M	3A	M	1
4A	M	3B	M	0
4A	M	1A	F	0
4A	M	1A	M	0
4A	M	4B	M	42
4A	M	4B	M	0
4A	M	4B	F	0
4A	M	4A	F	16
4A	M	4A	M	101
4A	M	1A	F	0
4A	M	1A	F	0
4A	M	5A	M	0
4A	M	5A	M	0
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	1A	M	0
4A	M	5A	M	0
4A	M	5A	M	1
4A	M	5A	F	0
4A	M	5A	M	0
4A	M	5A	F	1
4A	M	5A	M	0
4A	M	4A	F	13
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	1A	M	0
4A	M	1A	F	0
4A	M	1A	M	0
4A	M	1A	F	0
4A	M	1A	M	0
4A	M	1A	F	0
4A	M	1A	F	0
4A	M	5A	M	33
4A	M	5A	F	1
4A	M	5A	F	0
4A	M	5A	M	0
4A	M	2A	F	1
4A	M	2A	F	0
4A	M	2A	M	0
4A	M	2A	M	3
4A	M	3A	M	0
4A	M	1A	M	0
4A	M	5A	F	0
4A	M	5A	F	2
4A	M	5A	M	0
4A	M	5A	M	2
4A	M	5A	F	0
4A	M	4B	F	1
4A	M	5A	F	0
4A	M	1A	F	0
4A	M	1A	M	0
4A	M	3A	M	0
4A	M	3A	F	0
4A	M	1A	F	0
4A	M	1A	Unknown	0
4A	M	3B	F	0
4A	M	3A	M	0
4A	M	2A	M	0
4A	M	2A	F	1
4A	M	5A	F	0
4A	M	4B	F	1
4A	M	2A	F	0
4A	M	5B	M	76
4A	M	5B	M	0
4A	M	3B	M	0
4A	M	Teachers	Unknown	0
4A	M	5B	M	0
4A	M	5B	M	0
4A	M	5B	F	1
4A	M	5B	M	0
4A	M	2A	M	0
4A	M	4B	M	18
4A	M	5B	M	0
4A	M	5B	M	1
4A	M	5B	M	0
4A	M	5B	F	1
4A	M	5B	M	0
4A	M	Teachers	Unknown	0
4A	M	4B	M	0
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	5B	F	0
4A	M	5B	F	28
4A	M	5B	F	3
4A	M	5B	M	0
4A	M	1B	M	0
4A	M	1B	F	5
4A	M	5B	M	4
4A	M	5B	F	0
4A	M	Teachers	Unknown	0
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	2A	M	1
4A	M	2A	M	0
4A	M	4B	M	0
4A	M	2A	M	0
4A	M	2A	F	0
4A	M	2A	F	0
4A	M	4B	F	0
4A	M	4B	F	0
4A	M	4B	M	0
4A	M	4B	M	0
4A	M	3A	M	0
4A	M	3A	M	0
4A	M	1B	F	0
4A	M	1B	F	0
4A	M	4B	M	0
4A	M	4A	M	49
4A	M	1B	F	0
4A	M	1B	F	2
4A	M	4A	M	42
4A	M	4A	M	14
4A	M	4A	F	11
4A	M	1B	F	0
4A	M	1B	F	0
4A	M	Teachers	Unknown	13
4A	M	2A	F	0
4A	M	1B	M	0
4A	M	1B	F	0
4A	M	1B	M	0
4A	M	1B	M	0
4A	M	1B	F	0
4A	M	4A	M	85
4A	M	4A	F	2
4A	M	1B	F	1
4A	M	1B	F	0
4A	M	1B	M	0
4A	M	4A	F	38
4A	M	4A	M	35
4A	M	1B	F	0
4A	M	1B	F	0
4A	M	1B	M	0
4A	M	3A	M	0
4A	M	4A	M	11
4A	M	4A	M	15
4A	M	4A	M	33
4A	M	4B	M	0
4A	M	5B	F	71
4A	M	2A	F	0
4A	M	2A	M	1
4A	M	4A	F	6
4A	M	1B	M	3
4A	M	1B	M	4
4A	M	5B	F	0
4A	M	3A	F	0
4A	M	5B	F	1
4A	M	4A	F	9
4A	M	3A	F	0
4A	M	3B	F	0
4A	M	3B	M	0
4A	M	3A	F	0
4A	M	3A	M	0
4A	M	5B	M	0
4A	M	Teachers	Unknown	0
4A	M	3A	M	0
4A	M	5B	F	1
4A	M	5B	F	0
4A	M	3A	M	0
4A	M	3A	F	0
4A	M	3A	M	0
4A	M	3A	F	0
4A	M	3B	M	1
4A	M	5A	M	0
4A	M	3A	F	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	3B	F	0
Teachers	Unknown	3B	F	0
Teachers	Unknown	3B	F	1
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	M	1
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	1A	F	1
Teachers	Unknown	1A	F	0
Teachers	Unknown	5A	M	31
Teachers	Unknown	5A	M	21
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	1A	M	2
Teachers	Unknown	5A	M	23
Teachers	Unknown	5A	M	31
Teachers	Unknown	5A	F	36
Teachers	Unknown	5A	M	37
Teachers	Unknown	5A	F	11
Teachers	Unknown	5A	M	11
Teachers	Unknown	4A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	5A	M	15
Teachers	Unknown	5A	F	8
Teachers	Unknown	5A	F	17
Teachers	Unknown	5A	M	15
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	5A	F	47
Teachers	Unknown	5A	F	19
Teachers	Unknown	5A	M	29
Teachers	Unknown	5A	M	57
Teachers	Unknown	5A	F	23
Teachers	Unknown	4B	F	0
Teachers	Unknown	5A	F	32
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	1A	F	0
Teachers	Unknown	1A	Unknown	0
Teachers	Unknown	3B	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	5A	F	31
Teachers	Unknown	4B	F	1
Teachers	Unknown	2A	F	0
Teachers	Unknown	5B	M	1
Teachers	Unknown	5B	M	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	Teachers	Unknown	4
Teachers	Unknown	5B	M	1
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	1
Teachers	Unknown	5B	M	1
Teachers	Unknown	Teachers	Unknown	19
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	F	1
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	5B	M	2
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	Teachers	Unknown	3
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	2A	M	1
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	1B	F	1
Teachers	Unknown	1B	F	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	1
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	Teachers	Unknown	9
Teachers	Unknown	2A	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	4A	M	0
Teachers	Unknown	4A	M	1
Teachers	Unknown	4A	M	0
Teachers	Unknown	4B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	2A	F	0
Teachers	Unknown	2A	M	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	1B	M	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	5B	F	0
Teachers	Unknown	4A	F	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3B	F	3
Teachers	Unknown	3B	M	0
Teachers	Unknown	3A	F	1
Teachers	Unknown	3A	M	0
Teachers	Unknown	5B	M	0
Teachers	Unknown	Teachers	Unknown	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	5B	F	1
Teachers	Unknown	5B	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3A	M	0
Teachers	Unknown	3A	F	0
Teachers	Unknown	3B	M	0
Teachers	Unknown	5A	M	2
Teachers	Unknown	3A	F	0
Teachers	Unknown	4A	M	0
1A	M	3B	M	0
1A	M	3B	M	0
1A	M	3B	F	0
1A	M	3B	F	0
1A	M	3B	F	0
1A	M	4B	F	0
1A	M	4B	M	0
1A	M	4B	M	0
1A	M	1B	M	1
1A	M	1B	M	12
1A	M	4B	F	0
1A	M	4B	M	0
1A	M	3A	M	1
1A	M	3A	M	0
1A	M	3A	F	0
1A	M	3A	M	1
1A	M	3B	M	0
1A	M	1A	F	26
1A	M	1A	M	19
1A	M	4B	M	0
1A	M	4B	M	0
1A	M	4B	F	0
1A	M	4A	F	0
1A	M	4A	M	0
1A	M	1A	F	6
1A	M	1A	F	9
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	2A	F	0
1A	M	2A	F	1
1A	M	1A	M	14
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	4A	F	0
1A	M	2A	F	0
1A	M	2A	F	1
1A	M	1A	M	31
1A	M	1A	F	10
1A	M	1A	M	4
1A	M	1A	F	44
1A	M	1A	M	8
1A	M	1A	F	25
1A	M	1A	F	43
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	F	1
1A	M	5A	M	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	2A	M	0
1A	M	2A	M	0
1A	M	3A	M	5
1A	M	1A	M	106
1A	M	5A	F	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	4B	F	0
1A	M	5A	F	0
1A	M	1A	F	73
1A	M	1A	M	71
1A	M	3A	M	1
1A	M	3A	F	0
1A	M	1A	F	23
1A	M	1A	Unknown	39
1A	M	3B	F	0
1A	M	3A	M	0
1A	M	2A	M	20
1A	M	2A	F	0
1A	M	5A	F	0
1A	M	4B	F	0
1A	M	2A	F	0
1A	M	5B	M	0
1A	M	5B	M	0
1A	M	3B	M	0
1A	M	Teachers	Unknown	1
1A	M	5B	M	0
1A	M	5B	M	0
1A	M	5B	F	2
1A	M	5B	M	0
1A	M	2A	M	2
1A	M	4B	M	0
1A	M	5B	M	0
1A	M	5B	M	0
1A	M	5B	M	0
1A	M	5B	F	1
1A	M	5B	M	0
1A	M	Teachers	Unknown	0
1A	M	4B	M	1
1A	M	4B	F	1
1A	M	4B	M	0
1A	M	5B	F	0
1A	M	5B	F	0
1A	M	5B	F	0
1A	M	5B	M	1
1A	M	1B	M	11
1A	M	1B	F	7
1A	M	5B	M	0
1A	M	5B	F	1
1A	M	Teachers	Unknown	1
1A	M	2A	F	14
1A	M	2A	F	2
1A	M	2A	M	15
1A	M	2A	M	0
1A	M	4B	M	0
1A	M	2A	M	1
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	4B	F	0
1A	M	4B	F	0
1A	M	4B	M	0
1A	M	4B	M	0
1A	M	3A	M	1
1A	M	3A	M	0
1A	M	1B	F	0
1A	M	1B	F	0
1A	M	4B	M	0
1A	M	4A	M	0
1A	M	1B	F	0
1A	M	1B	F	1
1A	M	4A	M	0
1A	M	4A	M	0
1A	M	4A	F	0
1A	M	1B	F	0
1A	M	1B	F	0
1A	M	Teachers	Unknown	0
1A	M	2A	F	0
1A	M	1B	M	0
1A	M	1B	F	0
1A	M	1B	M	0
1A	M	1B	M	0
1A	M	1B	F	0
1A	M	4A	M	0
1A	M	4A	F	0
1A	M	1B	F	2
1A	M	1B	F	0
1A	M	1B	M	0
1A	M	4A	F	0
1A	M	4A	M	0
1A	M	1B	F	0
1A	M	1B	F	0
1A	M	1B	M	0
1A	M	3A	M	1
1A	M	4A	M	0
1A	M	4A	M	6
1A	M	4A	M	0
1A	M	4B	M	0
1A	M	5B	F	0
1A	M	2A	F	0
1A	M	2A	M	1
1A	M	4A	F	0
1A	M	1B	M	13
1A	M	1B	M	20
1A	M	5B	F	0
1A	M	3A	F	0
1A	M	5B	F	0
1A	M	4A	F	0
1A	M	3A	F	0
1A	M	3B	F	0
1A	M	3B	M	0
1A	M	3A	F	1
1A	M	3A	M	0
1A	M	5B	M	0
1A	M	Teachers	Unknown	0
1A	M	3A	M	10
1A	M	5B	F	1
1A	M	5B	F	0
1A	M	3A	M	2
1A	M	3A	F	1
1A	M	3A	M	0
1A	M	3A	F	0
1A	M	3B	M	5
1A	M	5A	M	0
1A	M	3A	F	1
1A	M	4A	M	1
1A	M	Teachers	Unknown	0
1A	F	3B	M	0
1A	F	3B	M	1
1A	F	3B	F	1
1A	F	3B	F	1
1A	F	3B	F	7
1A	F	4B	F	1
1A	F	4B	M	0
1A	F	4B	M	0
1A	F	1B	M	1
1A	F	1B	M	0
1A	F	4B	F	0
1A	F	4B	M	2
1A	F	3A	M	0
1A	F	3A	M	0
1A	F	3A	F	1
1A	F	3A	M	0
1A	F	3B	M	0
1A	F	1A	F	51
1A	F	1A	M	49
1A	F	4B	M	0
1A	F	4B	M	0
1A	F	4B	F	0
1A	F	4A	F	0
1A	F	4A	M	0
1A	F	1A	F	39
1A	F	1A	F	79
1A	F	5A	M	1
1A	F	5A	M	0
1A	F	2A	F	0
1A	F	2A	F	0
1A	F	1A	M	9
1A	F	5A	M	0
1A	F	5A	M	1
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	4A	F	0
1A	F	2A	F	0
1A	F	2A	F	1
1A	F	1A	M	12
1A	F	1A	F	16
1A	F	1A	M	15
1A	F	1A	F	13
1A	F	1A	M	4
1A	F	1A	F	20
1A	F	1A	F	14
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	2A	F	0
1A	F	2A	F	0
1A	F	2A	M	0
1A	F	2A	M	0
1A	F	3A	M	0
1A	F	1A	M	19
1A	F	5A	F	0
1A	F	5A	F	0
1A	F	5A	M	0
1A	F	5A	M	0
1A	F	5A	F	0
1A	F	4B	F	0
1A	F	5A	F	0
1A	F	1A	F	11
1A	F	1A	M	19
1A	F	3A	M	1
1A	F	3A	F	0
1A	F	1A	F	6
1A	F	1A	Unknown	10
1A	F	3B	F	7
1A	F	3A	M	1
1A	F	2A	M	0
1A	F	2A	F	0
1A	F	5A	F	0
1A	F	4B	F	0
1A	F	2A	F	0
1A	F	5B	M	0
1A	F	5B	M	0
1A	F	3B	M	0
1A	F	Teachers	Unknown	2
1A	F	5B	M	0
1A	F	5B	M	0
1A	F	5B	F	1
1A	F	5B	M	0
1A	F	2A	M	1
1A	F	4B	M	1
1A	F	5B	M	0
1A	F	5B	M	0
1A	F	5B	M	0
1A	F	5B	F	0
1A	F	5B	M	0
1A	F	Teachers	Unknown	0
1A	F	4B	M	2
1A	F	4B	F	0
1A	F	4B	M	0
1A	F	5B	F	0
1A	F	5B	F	0
1A	F	5B	F	0
1A	F	5B	M	0
1A	F	1B	M	1
1A	F	1B	F	0
1A	F	5B	M	0
1A	F	5B	F	0
1A	F	Teachers	Unknown	0
1A	F	2A	F	0
1A	F	2A	F	0
1A	F	2A	M	0
1A	F	2A	M	0
1A	F	4B	M	0
1A	F	2A	M	0
1A	F	2A	F	0
1A	F	2A	F	0
1A	F	4B	F	0
1A	F	4B	F	0
1A	F	4B	M	1
1A	F	4B	M	0
1A	F	3A	M	0
1A	F	3A	M	0
1A	F	1B	F	5
1A	F	1B	F	0
1A	F	4B	M	0
1A	F	4A	M	0
1A	F	1B	F	0
1A	F	1B	F	0
1A	F	4A	M	0
1A	F	4A	M	0
1A	F	4A	F	1
1A	F	1B	F	0
1A	F	1B	F	0
1A	F	Teachers	Unknown	0
1A	F	2A	F	0
1A	F	1B	M	0
1A	F	1B	F	0
1A	F	1B	M	0
1A	F	1B	M	0
1A	F	1B	F	1
1A	F	4A	M	0
1A	F	4A	F	0
1A	F	1B	F	0
1A	F	1B	F	0
1A	F	1B	M	0
1A	F	4A	F	0
1A	F	4A	M	0
1A	F	1B	F	0
1A	F	1B	F	0
1A	F	1B	M	1
1A	F	3A	M	0
1A	F	4A	M	1
1A	F	4A	M	0
1A	F	4A	M	0
1A	F	4B	M	0
1A	F	5B	F	3
1A	F	2A	F	0
1A	F	2A	M	0
1A	F	4A	F	0
1A	F	1B	M	0
1A	F	1B	M	0
1A	F	5B	F	1
1A	F	3A	F	0
1A	F	5B	F	1
1A	F	4A	F	0
1A	F	3A	F	1
1A	F	3B	F	2
1A	F	3B	M	1
1A	F	3A	F	1
1A	F	3A	M	0
1A	F	5B	M	0
1A	F	Teachers	Unknown	0
1A	F	3A	M	0
1A	F	5B	F	0
1A	F	5B	F	0
1A	F	3A	M	0
1A	F	3A	F	1
1A	F	3A	M	0
1A	F	3A	F	1
1A	F	3B	M	2
1A	F	5A	M	0
1A	F	3A	F	0
1A	F	4A	M	0
1A	F	Teachers	Unknown	0
1A	F	1A	M	14
3B	F	3B	M	84
3B	F	3B	M	22
3B	F	3B	F	138
3B	F	3B	F	21
3B	F	3B	F	136
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	4B	M	4
3B	F	1B	M	0
3B	F	1B	M	0
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	3A	M	1
3B	F	3A	M	0
3B	F	3A	F	0
3B	F	3A	M	6
3B	F	3B	M	13
3B	F	1A	F	10
3B	F	1A	M	0
3B	F	4B	M	1
3B	F	4B	M	0
3B	F	4B	F	0
3B	F	4A	F	3
3B	F	4A	M	0
3B	F	1A	F	2
3B	F	1A	F	0
3B	F	5A	M	1
3B	F	5A	M	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	1A	M	1
3B	F	5A	M	0
3B	F	5A	M	0
3B	F	5A	F	0
3B	F	5A	M	1
3B	F	5A	F	0
3B	F	5A	M	2
3B	F	4A	F	1
3B	F	2A	F	2
3B	F	2A	F	0
3B	F	1A	M	0
3B	F	1A	F	7
3B	F	1A	M	1
3B	F	1A	F	0
3B	F	1A	M	31
3B	F	1A	F	3
3B	F	1A	F	1
3B	F	5A	M	2
3B	F	5A	F	0
3B	F	5A	F	1
3B	F	5A	M	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	2A	M	53
3B	F	2A	M	3
3B	F	3A	M	1
3B	F	1A	M	0
3B	F	5A	F	0
3B	F	5A	F	0
3B	F	5A	M	2
3B	F	5A	M	1
3B	F	5A	F	2
3B	F	4B	F	3
3B	F	5A	F	0
3B	F	1A	F	1
3B	F	1A	M	2
3B	F	3A	M	0
3B	F	3A	F	10
3B	F	1A	F	0
3B	F	1A	Unknown	0
3B	F	3B	F	49
3B	F	3A	M	10
3B	F	2A	M	1
3B	F	2A	F	0
3B	F	5A	F	2
3B	F	4B	F	4
3B	F	2A	F	0
3B	F	5B	M	1
3B	F	5B	M	1
3B	F	3B	M	23
3B	F	Teachers	Unknown	1
3B	F	5B	M	1
3B	F	5B	M	1
3B	F	5B	F	3
3B	F	5B	M	0
3B	F	2A	M	0
3B	F	4B	M	2
3B	F	5B	M	0
3B	F	5B	M	4
3B	F	5B	M	0
3B	F	5B	F	3
3B	F	5B	M	0
3B	F	Teachers	Unknown	0
3B	F	4B	M	2
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	5B	F	0
3B	F	5B	F	0
3B	F	5B	F	0
3B	F	5B	M	1
3B	F	1B	M	2
3B	F	1B	F	1
3B	F	5B	M	3
3B	F	5B	F	3
3B	F	Teachers	Unknown	0
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	2A	M	0
3B	F	2A	M	0
3B	F	4B	M	0
3B	F	2A	M	6
3B	F	2A	F	0
3B	F	2A	F	0
3B	F	4B	F	1
3B	F	4B	F	0
3B	F	4B	M	0
3B	F	4B	M	1
3B	F	3A	M	0
3B	F	3A	M	50
3B	F	1B	F	1
3B	F	1B	F	0
3B	F	4B	M	0
3B	F	4A	M	1
3B	F	1B	F	0
3B	F	1B	F	3
3B	F	4A	M	0
3B	F	4A	M	18
3B	F	4A	F	5
3B	F	1B	F	0
3B	F	1B	F	0
3B	F	Teachers	Unknown	0
3B	F	2A	F	3
3B	F	1B	M	0
3B	F	1B	F	0
3B	F	1B	M	0
3B	F	1B	M	2
3B	F	1B	F	3
3B	F	4A	M	1
3B	F	4A	F	0
3B	F	1B	F	0
3B	F	1B	F	1
3B	F	1B	M	0
3B	F	4A	F	0
3B	F	4A	M	1
3B	F	1B	F	0
3B	F	1B	F	4
3B	F	1B	M	0
3B	F	3A	M	4
3B	F	4A	M	1
3B	F	4A	M	1
3B	F	4A	M	0
3B	F	4B	M	0
3B	F	5B	F	4
3B	F	2A	F	0
3B	F	2A	M	0
3B	F	4A	F	0
3B	F	1B	M	0
3B	F	1B	M	10
3B	F	5B	F	0
3B	F	3A	F	0
3B	F	5B	F	2
3B	F	4A	F	0
3B	F	3A	F	21
3B	F	3B	F	11
3B	F	3B	M	6
3B	F	3A	F	2
3B	F	3A	M	1
3B	F	5B	M	0
3B	F	Teachers	Unknown	4
3B	F	3A	M	2
3B	F	5B	F	5
3B	F	5B	F	1
3B	F	3A	M	22
3B	F	3A	F	2
3B	F	3A	M	0
3B	F	3A	F	1
3B	F	3B	M	120
3B	F	5A	M	0
3B	F	3A	F	5
3B	F	4A	M	0
3B	F	Teachers	Unknown	0
3B	F	1A	M	3
3B	F	1A	F	0
1A	M	3B	M	1
1A	M	3B	M	1
1A	M	3B	F	1
1A	M	3B	F	0
1A	M	3B	F	0
1A	M	4B	F	0
1A	M	4B	M	2
1A	M	4B	M	0
1A	M	1B	M	0
1A	M	1B	M	0
1A	M	4B	F	0
1A	M	4B	M	2
1A	M	3A	M	1
1A	M	3A	M	0
1A	M	3A	F	1
1A	M	3A	M	0
1A	M	3B	M	0
1A	M	1A	F	66
1A	M	1A	M	33
1A	M	4B	M	1
1A	M	4B	M	0
1A	M	4B	F	2
1A	M	4A	F	0
1A	M	4A	M	0
1A	M	1A	F	10
1A	M	1A	F	20
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	1A	M	6
1A	M	5A	M	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	4A	F	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	1A	M	10
1A	M	1A	F	8
1A	M	1A	M	21
1A	M	1A	F	10
1A	M	1A	M	13
1A	M	1A	F	6
1A	M	1A	F	12
1A	M	5A	M	1
1A	M	5A	F	0
1A	M	5A	F	0
1A	M	5A	M	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	2A	M	0
1A	M	2A	M	0
1A	M	3A	M	0
1A	M	1A	M	30
1A	M	5A	F	0
1A	M	5A	F	0
1A	M	5A	M	1
1A	M	5A	M	1
1A	M	5A	F	0
1A	M	4B	F	1
1A	M	5A	F	0
1A	M	1A	F	9
1A	M	1A	M	30
1A	M	3A	M	0
1A	M	3A	F	0
1A	M	1A	F	62
1A	M	1A	Unknown	10
1A	M	3B	F	0
1A	M	3A	M	0
1A	M	2A	M	0
1A	M	2A	F	0
1A	M	5A	F	0
1A	M	4B	F	1
1A	M	2A	F	0
1A	M	5B	M	0
1A	M	5B	M	0
1A	M	3B	M	1
1A	M	Teachers	Unknown	1
1A	M	5B	M	0
1A	M	5B	M	0
1A	M	5B	F	0
1A	M	5B	M	0
1A	M	2A	M	0
1A	M	4B	M	1
1A	M	5B	M	0
1A	M	5B	M	1
1A	M	5B	M	0
1A	M	5B	F	0
1A	M	5B	M	1
1A	M	Teachers	Unknown	0
1A	M	4B	M	2
1A	M	4B	F	0
1A	M	4B	M	0
1A	M	5B	F	1
1A	M	5B	F	0
1A	M	5B	F	0
1A	M	5B	M	1
1A	M	1B	M	0
1A	M	1B	F	0
1A	M	5B	M	1
1A	M	5B	F	0
1A	M	Teachers	Unknown	0
1A	M	2A	F	0
1A	M	2A	F	0
1A	M	2A	M	0
1A	M	2A	M	0
1A	M	4B	M	0
1A	M	2A	M	2
1A	M	2A	F	1
